Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
South Dakota,2020-04-25,2040,10,1190,2030,NA
Tennessee,2020-04-25,8728,169,4370,8559,NA
Texas,2020-04-25,23772,663,9156,23018,NA
Utah,2020-04-25,3782,39,1252,3743,NA
Vermont,2020-04-25,827,44,1710,783,NA
Virginia,2020-04-25,11594,411,1672,11183,NA
Washington,2020-04-25,12977,762,NA,12255,NA
West Virginia,2020-04-25,1010,32,439,978,NA
Wisconsin,2020-04-25,5356,263,NA,5093,NA
Wyoming,2020-04-25,473,7,321,466,NA
Alabama,2021-04-25,525898,10851,NA,NA,2.0633278696629382
Alaska,2021-04-25,67059,334,NA,NA,0.4980688647310577
Arizona,2021-04-25,858076,17260,NA,NA,2.0114768388814044
Arkansas,2021-04-25,334642,5717,NA,NA,1.7083928496721867
California,2021-04-25,3731145,61141,NA,NA,1.6468135116700102
Colorado,2021-04-25,500675,6249,NA,NA,1.248115044689669
Connecticut,2021-04-25,334766,8047,NA,NA,2.4037686025462563
Delaware,2021-04-25,102927,1615,NA,NA,1.5690732266557852
District of Columbia,2021-04-25,47219,1099,NA,NA,2.3274529320824247
Florida,2021-04-25,2203913,34812,NA,NA,1.5795541838538998
Georgia,2021-04-25,1092852,19973,NA,NA,1.8276033717282851
Hawaii,2021-04-25,33229,478,NA,NA,1.4385025128652682
Idaho,2021-04-25,186183,2031,NA,NA,1.0908622162066357
Illinois,2021-04-25,1318998,24114,NA,NA,1.8283598215768293
Indiana,2021-04-25,713959,13271,NA,NA,1.858790210642348
Iowa,2021-04-25,362729,5927,NA,NA,1.6340022440995896
Kansas,2021-04-25,308883,4962,NA,NA,1.5941311111326943
Kentucky,2021-04-25,440631,6436,NA,NA,1.46063259280441
Louisiana,2021-04-25,455541,10336,NA,NA,2.268950544517398
Maine,2021-04-25,59612,772,NA,NA,1.2950412668590217
Maryland,2021-04-25,442351,8648,NA,NA,1.9550085791599885
Massachusetts,2021-04-25,681570,17544,NA,NA,2.5740569567322504
Michigan,2021-04-25,911800,18409,NA,NA,2.0189734590919057
Minnesota,2021-04-25,566687,7150,NA,NA,1.261719432420366
Mississippi,2021-04-25,310349,7175,NA,NA,2.311913362053688
Missouri,2021-04-25,588133,9072,NA,NA,1.5425082421833156
Montana,2021-04-25,108048,1563,NA,NA,1.4465792980897378
Nebraska,2021-04-25,218580,2242,NA,NA,1.025711410010065
Nevada,2021-04-25,312840,5422,NA,NA,1.7331543280910369
New Hampshire,2021-04-25,93542,1282,NA,NA,1.3705073656753115
New Jersey,2021-04-25,996197,25367,NA,NA,2.546383897963957
New Mexico,2021-04-25,196221,4024,NA,NA,2.050748900474465
New York,2021-04-25,2027029,51748,NA,NA,2.5629135054308545
North Carolina,2021-04-25,956932,12523,NA,NA,1.3086614304882689
North Dakota,2021-04-25,106656,1517,NA,NA,1.4223297329732971
Ohio,2021-04-25,1063433,19689,NA,NA,1.7981386697610475
Oklahoma,2021-04-25,446550,6716,NA,NA,1.5039749188220803
Oregon,2021-04-25,179930,2484,NA,NA,1.3805368754515646
Pennsylvania,2021-04-25,1136008,25982,NA,NA,2.2930488726851355
Rhode Island,2021-04-25,146324,2660,NA,NA,1.8178836007763592
South Carolina,2021-04-25,574226,9414,NA,NA,1.6394241988346052
South Dakota,2021-04-25,121986,1958,NA,NA,1.605102224845474
Tennessee,2021-04-25,841049,12142,NA,NA,1.4436733174880416
Texas,2021-04-25,2872756,49921,NA,NA,1.7377389517244068
Utah,2021-04-25,395150,2180,NA,NA,0.5516892319372391
Vermont,2021-04-25,22479,244,NA,NA,1.0854575381467146
Virginia,2021-04-25,653326,10675,NA,NA,1.6339469116490084
Washington,2021-04-25,395312,5434,NA,NA,1.3746104342898773
West Virginia,2021-04-25,151068,2817,NA,NA,1.8647231710223209
Wisconsin,2021-04-25,656061,7474,NA,NA,1.1392233344155498
Wyoming,2021-04-25,57696,705,NA,NA,1.2219217970049916
Alabama,2020-04-26,6274,209,NA,5817,NA
Alaska,2020-04-26,339,9,217,330,NA
Arizona,2020-04-26,6286,273,1345,6013,NA
Arkansas,2020-04-26,2911,48,964,2863,NA
California,2020-04-26,42771,1689,NA,40679,NA
Colorado,2020-04-26,12968,684,2086,12284,NA
Connecticut,2020-04-26,24583,1865,NA,22718,NA
Delaware,2020-04-26,3576,157,809,3464,NA
District of Columbia,2020-04-26,3699,165,652,3534,NA
Florida,2020-04-26,30839,1055,NA,29784,NA
Georgia,2020-04-26,23222,907,NA,22315,NA
Hawaii,2020-04-26,605,13,463,592,NA
Idaho,2020-04-26,1887,56,867,1831,NA
Illinois,2020-04-26,41777,1875,NA,39902,NA
Indiana,2020-04-26,14399,958,NA,13613,NA
Iowa,2020-04-26,5092,112,1723,4980,NA
Kansas,2020-04-26,3135,120,NA,3015,NA
Kentucky,2020-04-26,3915,205,1341,3710,NA
Louisiana,2020-04-26,26512,1707,14927,24805,NA
Maine,2020-04-26,965,47,519,918,NA
Maryland,2020-04-26,17766,875,1165,16891,NA
Massachusetts,2020-04-26,53348,2730,NA,50618,NA
Michigan,2020-04-26,37074,3155,8342,33919,NA
Minnesota,2020-04-26,3446,244,1654,3202,NA
Mississippi,2020-04-26,5718,221,NA,5497,NA
Missouri,2020-04-26,7013,279,NA,6654,NA
Montana,2020-04-26,445,14,339,431,NA
Nebraska,2020-04-26,2719,50,NA,2669,NA
Nevada,2020-04-26,4539,205,NA,4334,NA
New Hampshire,2020-04-26,1797,53,578,1744,NA
New Jersey,2020-04-26,105498,5914,NA,99584,NA
New Mexico,2020-04-26,2660,93,614,2567,NA
New York,2020-04-26,282143,21933,23887,260134,NA
North Carolina,2020-04-26,8768,305,NA,8463,NA
North Dakota,2020-04-26,803,16,310,787,NA
Ohio,2020-04-26,15587,858,NA,14876,NA
Oklahoma,2020-04-26,3194,194,2080,3000,NA
Oregon,2020-04-26,2253,87,NA,2166,NA
Pennsylvania,2020-04-26,41235,1845,NA,39360,NA
Rhode Island,2020-04-26,7129,276,410,6914,NA
South Carolina,2020-04-26,5253,166,3701,5087,NA
South Dakota,2020-04-26,2147,10,1223,2137,NA
Tennessee,2020-04-26,9189,177,4467,9012,NA
Texas,2020-04-26,24287,678,9986,23515,NA
Utah,2020-04-26,3948,41,1399,3907,NA
Vermont,2020-04-26,843,46,1710,797,NA
Virginia,2020-04-26,12366,437,1717,11929,NA
Washington,2020-04-26,13319,779,NA,12582,NA
West Virginia,2020-04-26,1010,32,439,978,NA
Wisconsin,2020-04-26,5687,266,NA,5421,NA
Wyoming,2020-04-26,491,7,321,484,NA
Alabama,2021-04-26,526131,10851,NA,NA,2.062414113595284
Alaska,2021-04-26,67059,334,NA,NA,0.4980688647310577
Arizona,2021-04-26,858737,17268,NA,NA,2.010860135291713
Arkansas,2021-04-26,334706,5718,NA,NA,1.7083649531230394
California,2021-04-26,3731770,61175,NA,NA,1.6474487977554886
Colorado,2021-04-26,502242,6251,NA,NA,1.2446191278308067
Connecticut,2021-04-26,334766,8047,NA,NA,2.4037686025462563
Delaware,2021-04-26,103222,1616,NA,NA,1.5655577299412915
District of Columbia,2021-04-26,47323,1099,NA,NA,2.3223379751917674
Florida,2021-04-26,2208584,34848,NA,NA,1.5778435413821708
Georgia,2021-04-26,1093768,19975,NA,NA,1.8262556593354349
Hawaii,2021-04-26,33351,478,NA,NA,1.4332403825972235
Idaho,2021-04-26,186183,2031,NA,NA,1.0908622162066357
Illinois,2021-04-26,1321033,24139,NA,NA,1.8274190837695143
Indiana,2021-04-26,714786,13274,NA,NA,1.857059315655315
Iowa,2021-04-26,362924,5927,NA,NA,1.6331242904850602
Kansas,2021-04-26,308883,4962,NA,NA,1.5941311111326943
Kentucky,2021-04-26,440955,6449,NA,NA,1.4625075121044098
Louisiana,2021-04-26,455541,10336,NA,NA,2.268950544517398
Maine,2021-04-26,59776,772,NA,NA,1.2914882226980728
Maryland,2021-04-26,443257,8661,NA,NA,1.9539454537661
Massachusetts,2021-04-26,682784,17550,NA,NA,2.570359000796738
Michigan,2021-04-26,911800,18409,NA,NA,2.0189734590919057
Minnesota,2021-04-26,568243,7157,NA,NA,1.2594963774300785
Mississippi,2021-04-26,310349,7175,NA,NA,2.311913362053688
Missouri,2021-04-26,588517,9075,NA,NA,1.5420115306779585
Montana,2021-04-26,108097,1563,NA,NA,1.4459235686466785
Nebraska,2021-04-26,218732,2242,NA,NA,1.0249986284585704
Nevada,2021-04-26,312840,5422,NA,NA,1.7331543280910369
New Hampshire,2021-04-26,93821,1284,NA,NA,1.3685635412114558
New Jersey,2021-04-26,997891,25380,NA,NA,2.54336395458021
New Mexico,2021-04-26,196221,4024,NA,NA,2.050748900474465
New York,2021-04-26,2031093,51800,NA,NA,2.5603455873266268
North Carolina,2021-04-26,956932,12523,NA,NA,1.3086614304882689
North Dakota,2021-04-26,106688,1517,NA,NA,1.421903119376125
Ohio,2021-04-26,1064306,19702,NA,NA,1.7966637414427806
Oklahoma,2021-04-26,446550,6716,NA,NA,1.5039749188220803
Oregon,2021-04-26,180700,2485,NA,NA,1.3752075262866632
Pennsylvania,2021-04-26,1138602,25987,NA,NA,2.288361583514138
Rhode Island,2021-04-26,146324,2660,NA,NA,1.8178836007763592
South Carolina,2021-04-26,574985,9430,NA,NA,1.6400427837247928
South Dakota,2021-04-26,121986,1958,NA,NA,1.605102224845474
Tennessee,2021-04-26,841049,12142,NA,NA,1.4436733174880416
Texas,2021-04-26,2873995,49936,NA,NA,1.737511721488729
Utah,2021-04-26,395431,2182,NA,NA,0.5518029694181792
Vermont,2021-04-26,22576,244,NA,NA,1.080793763288448
Virginia,2021-04-26,654210,10691,NA,NA,1.6341847419024471
Washington,2021-04-26,395312,5434,NA,NA,1.3746104342898773
West Virginia,2021-04-26,151382,2821,NA,NA,1.8634976417275504
Wisconsin,2021-04-26,656526,7473,NA,NA,1.1382641357691852
Wyoming,2021-04-26,57696,705,NA,NA,1.2219217970049916
Alabama,2020-04-27,6475,219,NA,6202,NA
Alaska,2020-04-27,340,9,217,331,NA
Arizona,2020-04-27,6534,275,1383,6259,NA
Arkansas,2020-04-27,3001,51,985,2950,NA
California,2020-04-27,43887,1727,NA,41833,NA
Colorado,2020-04-27,13441,688,2150,12753,NA
Connecticut,2020-04-27,25269,1924,NA,23345,NA
Delaware,2020-04-27,4034,170,911,3914,NA
District of Columbia,2020-04-27,3841,178,657,3663,NA
Florida,2020-04-27,31532,1075,NA,30457,NA
Georgia,2020-04-27,23486,916,NA,22570,NA
Hawaii,2020-04-27,606,14,482,592,NA
Idaho,2020-04-27,1897,56,938,1841,NA
Illinois,2020-04-27,43903,1933,NA,41970,NA
Indiana,2020-04-27,15012,993,NA,14199,NA
Iowa,2020-04-27,5476,118,1900,5358,NA
Kansas,2020-04-27,3277,121,NA,3156,NA
Kentucky,2020-04-27,4085,208,1501,3877,NA
Louisiana,2020-04-27,26773,1729,14927,25044,NA
Maine,2020-04-27,1015,50,532,965,NA
Maryland,2020-04-27,18581,910,1177,17671,NA
Massachusetts,2020-04-27,54938,2899,NA,52039,NA
Michigan,2020-04-27,37778,3315,8342,34463,NA
Minnesota,2020-04-27,3602,272,1774,3330,NA
Mississippi,2020-04-27,5911,227,NA,5684,NA
Missouri,2020-04-27,7193,281,NA,6837,NA
Montana,2020-04-27,448,14,339,434,NA
Nebraska,2020-04-27,3028,56,NA,2972,NA
Nevada,2020-04-27,4734,206,NA,4528,NA
New Hampshire,2020-04-27,1864,60,777,1804,NA
New Jersey,2020-04-27,109038,5938,NA,103100,NA
New Mexico,2020-04-27,2726,99,614,2627,NA
New York,2020-04-27,288045,22200,23887,265776,NA
North Carolina,2020-04-27,8997,324,NA,8673,NA
North Dakota,2020-04-27,867,17,326,850,NA
Ohio,2020-04-27,15972,908,NA,15244,NA
Oklahoma,2020-04-27,3254,195,2139,3059,NA
Oregon,2020-04-27,2311,92,NA,2219,NA
Pennsylvania,2020-04-27,42685,1873,NA,40800,NA
Rhode Island,2020-04-27,7439,290,433,7213,NA
South Carolina,2020-04-27,5498,174,3701,5324,NA
South Dakota,2020-04-27,2212,11,1257,2201,NA
Tennessee,2020-04-27,9667,181,4527,9486,NA
Texas,2020-04-27,25051,699,10763,24316,NA
Utah,2020-04-27,4123,41,1568,4082,NA
Vermont,2020-04-27,851,46,NA,805,NA
Virginia,2020-04-27,12970,449,1815,12521,NA
Washington,2020-04-27,13521,799,NA,12772,NA
West Virginia,2020-04-27,1055,34,455,1021,NA
Wisconsin,2020-04-27,5912,272,NA,5640,NA
Wyoming,2020-04-27,502,7,334,495,NA
Alabama,2021-04-27,526348,10852,NA,NA,2.0617538206661754
Alaska,2021-04-27,67509,347,NA,NA,0.5140055400020738
Arizona,2021-04-27,859487,17268,NA,NA,2.0091054314957644
Arkansas,2021-04-27,334769,5720,NA,NA,1.7086408837138445
California,2021-04-27,3734562,61191,NA,NA,1.6467794616878766
Colorado,2021-04-27,503254,6255,NA,NA,1.2429111343377302
Connecticut,2021-04-27,336933,8066,NA,NA,2.393947758159634
Delaware,2021-04-27,103459,1617,NA,NA,1.5629379754298804
District of Columbia,2021-04-27,47378,1099,NA,NA,2.31964202794546
Florida,2021-04-27,2212097,34912,NA,NA,1.5782309726924268
Georgia,2021-04-27,1094580,20009,NA,NA,1.8280070894772424
Hawaii,2021-04-27,33418,478,NA,NA,1.430366868154887
Idaho,2021-04-27,186725,2034,NA,NA,1.0893024501271924
Illinois,2021-04-27,1323170,24150,NA,NA,1.8253016282597507
Indiana,2021-04-27,715468,13280,NA,NA,1.8561277373691067
Iowa,2021-04-27,363162,5927,NA,NA,1.6320540144618656
Kansas,2021-04-27,309371,4964,NA,NA,1.5922630110773148
Kentucky,2021-04-27,441166,6459,NA,NA,1.4640747473740043
Louisiana,2021-04-27,456432,10342,NA,NA,2.265835874785291
Maine,2021-04-27,60005,772,NA,NA,1.2865594533788849
Maryland,2021-04-27,443814,8670,NA,NA,1.9535210696372804
Massachusetts,2021-04-27,683665,17562,NA,NA,2.5688019717259185
Michigan,2021-04-27,918880,18446,NA,NA,2.0074438446804805
Minnesota,2021-04-27,569440,7157,NA,NA,1.2568488339421189
Mississippi,2021-04-27,310987,7178,NA,NA,2.308135066739124
Missouri,2021-04-27,588801,9077,NA,NA,1.5416074361286751
Montana,2021-04-27,108111,1563,NA,NA,1.4457363265532648
Nebraska,2021-04-27,218832,2242,NA,NA,1.0245302332382833
Nevada,2021-04-27,313680,5433,NA,NA,1.7320198928844683
New Hampshire,2021-04-27,93821,1284,NA,NA,1.3685635412114558
New Jersey,2021-04-27,988886,25399,NA,NA,2.568445705571724
New Mexico,2021-04-27,196844,4027,NA,NA,2.0457824470138792
New York,2021-04-27,2034102,51839,NA,NA,2.558475435351816
North Carolina,2021-04-27,962623,12560,NA,NA,1.3047683257100648
North Dakota,2021-04-27,106809,1517,NA,NA,1.4202922974655694
Ohio,2021-04-27,1065702,19723,NA,NA,1.7943102293136357
Oklahoma,2021-04-27,447278,6716,NA,NA,1.5015270145189346
Oregon,2021-04-27,181321,2486,NA,NA,1.3710491338565307
Pennsylvania,2021-04-27,1141337,25996,NA,NA,2.283399642405692
Rhode Island,2021-04-27,146960,2663,NA,NA,1.8120577027762657
South Carolina,2021-04-27,575515,9433,NA,NA,1.639053717105549
South Dakota,2021-04-27,122080,1960,NA,NA,1.6055045871559632
Tennessee,2021-04-27,843059,12152,NA,NA,1.4414175045874609
Texas,2021-04-27,2878438,49967,NA,NA,1.7359067661002252
Utah,2021-04-27,395677,2183,NA,NA,0.5517126342951448
Vermont,2021-04-27,22617,244,NA,NA,1.0788345050183492
Virginia,2021-04-27,654929,10706,NA,NA,1.6346810112241177
Washington,2021-04-27,397417,5450,NA,NA,1.3713555283241532
West Virginia,2021-04-27,151671,2821,NA,NA,1.8599468586611807
Wisconsin,2021-04-27,656932,7473,NA,NA,1.1375606607685422
Wyoming,2021-04-27,57818,705,NA,NA,1.2193434570548964
Alabama,2020-04-28,6621,228,NA,6311,NA
Alaska,2020-04-28,345,9,218,336,NA
Arizona,2020-04-28,6725,275,1418,6450,NA
Arkansas,2020-04-28,3069,51,987,3018,NA
California,2020-04-28,45381,1782,NA,43187,NA
Colorado,2020-04-28,13879,706,2150,13173,NA
Connecticut,2020-04-28,25997,2012,NA,23985,NA
Delaware,2020-04-28,4162,183,996,4037,NA
District of Columbia,2020-04-28,3892,185,659,3707,NA
Florida,2020-04-28,32138,1088,NA,31050,NA
Georgia,2020-04-28,24302,995,NA,23307,NA
Hawaii,2020-04-28,607,16,488,591,NA
Idaho,2020-04-28,1897,56,983,1841,NA
Illinois,2020-04-28,45883,1983,NA,43900,NA
Indiana,2020-04-28,15961,1036,NA,15117,NA
Iowa,2020-04-28,5868,127,2021,5741,NA
Kansas,2020-04-28,3473,126,NA,3347,NA
Kentucky,2020-04-28,4156,213,1511,3943,NA
Louisiana,2020-04-28,27068,1740,17303,25328,NA
Maine,2020-04-28,1023,51,549,972,NA
Maryland,2020-04-28,19487,945,1263,18542,NA
Massachusetts,2020-04-28,56462,3003,NA,53459,NA
Michigan,2020-04-28,38210,3407,8342,34803,NA
Minnesota,2020-04-28,3811,286,1842,3525,NA
Mississippi,2020-04-28,6094,229,NA,5865,NA
Missouri,2020-04-28,7377,343,NA,6962,NA
Montana,2020-04-28,449,14,352,435,NA
Nebraska,2020-04-28,3358,56,NA,3302,NA
Nevada,2020-04-28,4700,206,NA,4494,NA
New Hampshire,2020-04-28,1938,60,779,1878,NA
New Jersey,2020-04-28,111188,6044,NA,105144,NA
New Mexico,2020-04-28,2825,99,650,2726,NA
New York,2020-04-28,291996,22574,23887,269328,NA
North Carolina,2020-04-28,9321,340,NA,8981,NA
North Dakota,2020-04-28,942,19,350,923,NA
Ohio,2020-04-28,16325,954,NA,15572,NA
Oklahoma,2020-04-28,3281,197,2167,3084,NA
Oregon,2020-04-28,2354,92,NA,2262,NA
Pennsylvania,2020-04-28,43639,1954,NA,41672,NA
Rhode Island,2020-04-28,7708,300,452,7475,NA
South Carolina,2020-04-28,5613,177,3701,5436,NA
South Dakota,2020-04-28,2244,11,1316,2233,NA
Tennessee,2020-04-28,9918,184,4720,9734,NA
Texas,2020-04-28,25565,717,11170,24655,NA
Utah,2020-04-28,4236,41,1641,4195,NA
Vermont,2020-04-28,855,47,NA,808,NA
Virginia,2020-04-28,13538,460,1843,13078,NA
Washington,2020-04-28,13686,810,NA,12922,NA
West Virginia,2020-04-28,1063,34,455,1029,NA
Wisconsin,2020-04-28,6081,281,NA,5800,NA
Wyoming,2020-04-28,520,7,342,513,NA
Alabama,2021-04-28,526707,10854,NA,NA,2.0607282606838337
Alaska,2021-04-28,67647,347,NA,NA,0.5129569677886676
Arizona,2021-04-28,860169,17276,NA,NA,2.008442526991789
Arkansas,2021-04-28,334998,5725,NA,NA,1.7089654266592635
California,2021-04-28,3736745,61216,NA,NA,1.6465132086883103
Colorado,2021-04-28,505268,6264,NA,NA,1.239738119176358
Connecticut,2021-04-28,337340,8067,NA,NA,2.3913559020572714
Delaware,2021-04-28,103603,1617,NA,NA,1.5607656148953215
District of Columbia,2021-04-28,47471,1100,NA,NA,2.3172041878199323
Florida,2021-04-28,2217368,34958,NA,NA,1.5765538241735246
Georgia,2021-04-28,1095879,20027,NA,NA,1.8274827786644328
Hawaii,2021-04-28,33468,479,NA,NA,1.4312178797657464
Idaho,2021-04-28,187014,2040,NA,NA,1.0908274246847829
Illinois,2021-04-28,1325726,24174,NA,NA,1.8235857667674995
Indiana,2021-04-28,716306,13293,NA,NA,1.8557711369163457
Iowa,2021-04-28,363530,5930,NA,NA,1.6312271339366764
Kansas,2021-04-28,309371,4964,NA,NA,1.5922630110773148
Kentucky,2021-04-28,441880,6476,NA,NA,1.4655562596179958
Louisiana,2021-04-28,456884,10352,NA,NA,2.265782999623537
Maine,2021-04-28,60430,777,NA,NA,1.2857852060234982
Maryland,2021-04-28,444491,8688,NA,NA,1.9545952561469184
Massachusetts,2021-04-28,684630,17566,NA,NA,2.5657654499510683
Michigan,2021-04-28,923464,18563,NA,NA,2.0101487442932258
Minnesota,2021-04-28,570518,7169,NA,NA,1.2565773560168128
Mississippi,2021-04-28,311159,7188,NA,NA,2.310072985194065
Missouri,2021-04-28,589372,9116,NA,NA,1.5467310968284886
Montana,2021-04-28,108287,1566,NA,NA,1.4461569717509952
Nebraska,2021-04-28,219090,2242,NA,NA,1.0233237482313204
Nevada,2021-04-28,314085,5444,NA,NA,1.733288759412261
New Hampshire,2021-04-28,94203,1294,NA,NA,1.3736292899376878
New Jersey,2021-04-28,991010,25460,NA,NA,2.5690961746097414
New Mexico,2021-04-28,196997,4039,NA,NA,2.0502850297212647
New York,2021-04-28,2037414,51914,NA,NA,2.5579975400188677
North Carolina,2021-04-28,963771,12583,NA,NA,1.3056006042929285
North Dakota,2021-04-28,106998,1517,NA,NA,1.4177835099721492
Ohio,2021-04-28,1067262,19737,NA,NA,1.7978715629339377
Oklahoma,2021-04-28,447393,6716,NA,NA,1.501141054956157
Oregon,2021-04-28,182040,2488,NA,NA,1.3667325862447814
Pennsylvania,2021-04-28,1144960,26068,NA,NA,2.282429637937682
Rhode Island,2021-04-28,147220,2664,NA,NA,1.8095367477244941
South Carolina,2021-04-28,575956,9435,NA,NA,1.6381459694837799
South Dakota,2021-04-28,122228,1961,NA,NA,1.604378702097719
Tennessee,2021-04-28,844246,12163,NA,NA,1.4406938262070534
Texas,2021-04-28,2882423,50027,NA,NA,1.7355884268200747
Utah,2021-04-28,396004,2186,NA,NA,0.5520146261148877
Vermont,2021-04-28,22675,245,NA,NA,1.0804851157662625
Virginia,2021-04-28,656020,10722,NA,NA,1.6344013902015182
Washington,2021-04-28,398509,5462,NA,NA,1.370608944841898
West Virginia,2021-04-28,151848,2662,NA,NA,1.7530688583320162
Wisconsin,2021-04-28,657872,7494,NA,NA,1.1391273682418463
Wyoming,2021-04-28,57883,707,NA,NA,1.2214294352400532
Alabama,2020-04-29,6820,242,NA,6508,NA
Alaska,2020-04-29,351,9,228,342,NA
Arizona,2020-04-29,6955,275,1450,6680,NA
Arkansas,2020-04-29,3127,57,1146,3070,NA
California,2020-04-29,46714,1861,NA,44300,NA
Colorado,2020-04-29,14316,736,2275,13580,NA
Connecticut,2020-04-29,26312,2087,NA,24225,NA
Delaware,2020-04-29,4575,194,1096,4438,NA
District of Columbia,2020-04-29,3994,190,660,3804,NA
Florida,2020-04-29,32848,1171,NA,31677,NA
Georgia,2020-04-29,24922,1036,NA,23886,NA
Hawaii,2020-04-29,609,16,493,593,NA
Idaho,2020-04-29,1952,60,1039,1892,NA
Illinois,2020-04-29,48102,2125,NA,45977,NA
Indiana,2020-04-29,16588,1072,NA,15687,NA
Iowa,2020-04-29,6376,136,2164,6240,NA
Kansas,2020-04-29,3652,127,NA,3525,NA
Kentucky,2020-04-29,4375,225,1521,4150,NA
Louisiana,2020-04-29,27286,1801,17303,25485,NA
Maine,2020-04-29,1040,51,585,989,NA
Maryland,2020-04-29,20113,1016,1295,19097,NA
Massachusetts,2020-04-29,58302,3153,NA,55149,NA
Michigan,2020-04-29,39262,3568,8342,35694,NA
Minnesota,2020-04-29,4181,301,1912,3880,NA
Mississippi,2020-04-29,6342,239,NA,6103,NA
Missouri,2020-04-29,7516,330,NA,7120,NA
Montana,2020-04-29,451,15,356,436,NA
Nebraska,2020-04-29,3517,56,NA,3461,NA
Nevada,2020-04-29,4821,219,NA,4602,NA
New Hampshire,2020-04-29,2010,60,798,1950,NA
New Jersey,2020-04-29,113856,6442,15642,107414,NA
New Mexico,2020-04-29,2974,105,666,2869,NA
New York,2020-04-29,295106,22823,51630,272194,NA
North Carolina,2020-04-29,9755,363,NA,9392,NA
North Dakota,2020-04-29,991,19,409,972,NA
Ohio,2020-04-29,16769,1009,NA,15970,NA
Oklahoma,2020-04-29,3410,207,2260,3203,NA
Oregon,2020-04-29,2385,99,NA,2286,NA
Pennsylvania,2020-04-29,45216,2116,NA,43091,NA
Rhode Island,2020-04-29,7927,322,466,7688,NA
South Carolina,2020-04-29,5735,192,2830,5543,NA
South Dakota,2020-04-29,2313,11,1392,2302,NA
Tennessee,2020-04-29,10052,188,4921,9864,NA
Texas,2020-04-29,26506,764,11786,25638,NA
Utah,2020-04-29,4345,41,1704,4304,NA
Vermont,2020-04-29,862,47,NA,815,NA
Virginia,2020-04-29,14339,492,1914,13847,NA
Washington,2020-04-29,13842,820,NA,13056,NA
West Virginia,2020-04-29,1095,38,481,1057,NA
Wisconsin,2020-04-29,6289,300,NA,5989,NA
Wyoming,2020-04-29,536,7,343,529,NA
Alabama,2021-04-29,527083,10879,NA,NA,2.064001305297268
Alaska,2021-04-29,67834,347,NA,NA,0.5115428840994192
Arizona,2021-04-29,860772,17282,NA,NA,2.0077325935323174
Arkansas,2021-04-29,335289,5726,NA,NA,1.7077804520876017
California,2021-04-29,3738327,61277,NA,NA,1.6474481766843831
Colorado,2021-04-29,506405,6272,NA,NA,1.2385343746605977
Connecticut,2021-04-29,337961,8080,NA,NA,2.390808406887185
Delaware,2021-04-29,103844,1622,NA,NA,1.5619583220985325
District of Columbia,2021-04-29,47533,1104,NA,NA,2.322596932657312
Florida,2021-04-29,2222546,35030,NA,NA,1.5761203592636552
Georgia,2021-04-29,1097279,20098,NA,NA,1.8316216750707888
Hawaii,2021-04-29,33537,482,NA,NA,1.4372185943882876
Idaho,2021-04-29,187269,2045,NA,NA,1.0920120254820609
Illinois,2021-04-29,1328454,24211,NA,NA,1.822638478291473
Indiana,2021-04-29,717564,13312,NA,NA,1.85516553227308
Iowa,2021-04-29,364036,5931,NA,NA,1.6292344713160236
Kansas,2021-04-29,310011,4979,NA,NA,1.5938144130369567
Kentucky,2021-04-29,442618,6485,NA,NA,1.4651460175591593
Louisiana,2021-04-29,457326,10367,NA,NA,2.2668730839707343
Maine,2021-04-29,60691,778,NA,NA,1.2819034123675668
Maryland,2021-04-29,445493,8709,NA,NA,1.9549128718071889
Massachusetts,2021-04-29,686243,17578,NA,NA,2.5614833229628573
Michigan,2021-04-29,928407,18600,NA,NA,2.003431684595226
Minnesota,2021-04-29,572025,7191,NA,NA,1.2571128884227087
Mississippi,2021-04-29,311493,7193,NA,NA,2.3092011698497243
Missouri,2021-04-29,590175,9129,NA,NA,1.5468293302833904
Montana,2021-04-29,108489,1567,NA,NA,1.4443860667901816
Nebraska,2021-04-29,219341,2242,NA,NA,1.0221527211054933
Nevada,2021-04-29,314475,5448,NA,NA,1.7324111614595754
New Hampshire,2021-04-29,94405,1296,NA,NA,1.3728086436099782
New Jersey,2021-04-29,993123,25509,NA,NA,2.568564014729293
New Mexico,2021-04-29,197218,4051,NA,NA,2.054072143516312
New York,2021-04-29,2040448,51937,NA,NA,2.5553211843673544
North Carolina,2021-04-29,965536,12619,NA,NA,1.3069424651178203
North Dakota,2021-04-29,107154,1517,NA,NA,1.4157194318457549
Ohio,2021-04-29,1068985,19750,NA,NA,1.794973736768991
Oklahoma,2021-04-29,447642,6788,NA,NA,1.516390329772452
Oregon,2021-04-29,182916,2490,NA,NA,1.3612805878107983
Pennsylvania,2021-04-29,1148513,26128,NA,NA,2.280968258446842
Rhode Island,2021-04-29,147601,2668,NA,NA,1.8075758294320496
South Carolina,2021-04-29,576639,9472,NA,NA,1.6426221604851563
South Dakota,2021-04-29,122398,1962,NA,NA,1.6029673687478554
Tennessee,2021-04-29,845380,12171,NA,NA,1.4397075871205849
Texas,2021-04-29,2886638,50098,NA,NA,1.7355137706910253
Utah,2021-04-29,396522,2190,NA,NA,0.552302268222192
Vermont,2021-04-29,22723,246,NA,NA,1.0826035294635392
Virginia,2021-04-29,657154,10735,NA,NA,1.6346190487078065
